Metric,cache-misses,cache-references,cycles,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,instructions
Naive,1 844 519 303,1 697 396 864,10 705 918 139,4 519 940 253,1 137 200 369 528,1 083 907 876 378,1 162 610 657 291,860 626 442 414,<not,9 007 620 589,970 111 540,956 129 710,3 806,299 836 589,3 280 474 196 015,2 429 159 683 052
Blocked,309 536 896,187 002 116,547 949 867,330 478 331,741 027 937 391,697 330 463 360,1 056 565 967 403,762 084 725 249,<not,230 491 699,41 981 363,35 096 040,5 194,7 858 604,2 750 509 375 275,1 984 917 966 731
